lat,lon,froce_cyclone,ventricité
37.5625,-42.5625,3.866621185801248e-07,-1.9049550012401526e-05
-47.1875,39.6875,2.8353363189906056e-07,1.3499937085759024e-05
-43.1875,53.9375,4.932235347799563e-07,1.8718820683558525e-05
-35.5625,119.6875,2.4662749280235316e-07,1.600734527129171e-05
-36.6875,-51.8125,2.360280684018664e-07,8.371357658495627e-06
-38.3125,-52.3125,1.8920462940408642e-07,1.2523159686059579e-05
36.6875,-171.6875,2.2533194749274973e-07,-9.346289439313932e-06
23.4375,130.8125,2.580502752328494e-07,-1.39588839589372e-05
-51.1875,102.6875,7.222213014175919e-07,2.5230454012339596e-05
17.1875,89.3125,1.3160388861063439e-08,-1.3754520041152328e-05
-9.6875,156.6875,5.159551170577567e-08,1.110158265536336e-05
-28.6875,-177.6875,4.817125702822134e-07,1.8451961939528917e-05
-47.5625,120.3125,5.070590423840589e-07,1.4507590331826113e-05
-48.9375,-42.3125,6.56173989821758e-07,2.049369487288999e-05
-24.4375,-174.9375,1.8437186614229555e-07,1.0737799737277103e-05
-45.0625,86.3125,1.4438249156080488e-07,1.2849693139303439e-05
-51.4375,86.3125,5.887127623181908e-07,2.0367196013583504e-05
9.1875,63.4375,5.046104898544967e-08,-7.696375413813697e-06
-35.9375,163.0625,2.776423818591745e-07,1.9585444791724533e-05
-52.4375,158.9375,9.247493947017494e-08,8.620421504221716e-06
-31.6875,98.9375,1.3570560699990208e-07,1.491753393721356e-05
-47.1875,-170.0625,2.5242170310635697e-07,1.1175403976564883e-05
-57.5625,-91.9375,2.6454649400738317e-07,1.0259879433944238e-05
23.1875,62.3125,2.0951612694444638e-07,-1.1187777004950554e-05
-33.8125,108.1875,3.880914454234781e-07,1.8527269864054586e-05
-28.3125,110.4375,2.1840284362419394e-07,1.8266574180486005e-05
-32.1875,9.5625,3.034031367932416e-07,1.2248019600858405e-05
-51.8125,49.3125,2.381299920406289e-07,1.0585373362960001e-05
